,Unnamed: 0,Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
10889,10889,,2020-11-14,,,,,Sales,22.58,GDP,22.58,GDP,,,,,,,
10890,10890,,2020-11-14,,,,,Sales,31.28,GDP,31.28,GDP,,,,,,,
10891,10891,,2020-11-14,,,,,Sales,10.92,GDP,10.92,GDP,,,,,,,
10892,10892,,2020-11-14,,,,,Sales,33.0,GDP,33.0,GDP,,,,,,,
10893,10893,,2020-11-14,,,,,Sales,20.04,GDP,20.04,GDP,,,,,,,
10894,10894,,2020-11-14,,,,,Labor & Benefits Cost,-463.65,GDP,-463.65,GDP,,,,,,,
10895,10895,,2020-11-14,,,,,Sales,12.47,GDP,12.47,GDP,,,,,,,
10896,10896,,2020-11-14,,,,,Sales,43.64,GDP,43.64,GDP,,,,,,,
10897,10897,,2020-11-14,,,,,Sales,49.49,GDP,49.49,GDP,,,,,,,
10898,10898,,2020-11-14,,,,,Sales,34.65,GDP,34.65,GDP,,,,,,,
10899,10899,,2020-11-14,,,,,Sales,20.24,GDP,20.24,GDP,,,,,,,
10900,10900,,2020-11-14,,,,,Sales,36.91,GDP,36.91,GDP,,,,,,,
10901,10901,,2020-11-14,,,,,Sales,8.98,GDP,8.98,GDP,,,,,,,
10902,10902,,2020-11-14,,,,,Sales,8.14,GDP,8.14,GDP,,,,,,,
10903,10903,,2020-11-14,,,,,Tips,11.65,GDP,11.65,GDP,,,,,,,
10904,10904,,2020-11-14,,,,,Sales,8.99,GDP,8.99,GDP,,,,,,,
10905,10905,,2020-11-14,,,,,Sales,43.15,GDP,43.15,GDP,,,,,,,
10906,10906,,2020-11-14,,,,,Tips,21.13,GDP,21.13,GDP,,,,,,,
10907,10907,,2020-11-14,,,,,Sales,36.94,GDP,36.94,GDP,,,,,,,
10908,10908,,2020-11-14,,,,,Sales,29.56,GDP,29.56,GDP,,,,,,,
10909,10909,,2020-11-15,,,,,Sales,25.97,GDP,25.97,GDP,,,,,,,
10910,10910,,2020-11-15,,,,,Sales,21.92,GDP,21.92,GDP,,,,,,,
10911,10911,,2020-11-15,,,,,Sales,16.58,GDP,16.58,GDP,,,,,,,
10912,10912,,2020-11-15,,,,,Sales,11.61,GDP,11.61,GDP,,,,,,,
10913,10913,,2020-11-15,,,,,Sales,11.94,GDP,11.94,GDP,,,,,,,
10914,10914,,2020-11-15,,,,,Marketing,-529.61,GDP,-529.61,GDP,,,,,,,
10915,10915,,2020-11-15,,,,,Sales,17.0,GDP,17.0,GDP,,,,,,,
10916,10916,,2020-11-15,,,,,Sales,14.72,GDP,14.72,GDP,,,,,,,
10917,10917,,2020-11-15,,,,,Tips,31.01,GDP,31.01,GDP,,,,,,,
10918,10918,,2020-11-15,,,,,Sales,10.35,GDP,10.35,GDP,,,,,,,
10919,10919,,2020-11-15,,,,,Sales,47.48,GDP,47.48,GDP,,,,,,,
10920,10920,,2020-11-15,,,,,Sales,14.32,GDP,14.32,GDP,,,,,,,
10921,10921,,2020-11-15,,,,,Sales,13.39,GDP,13.39,GDP,,,,,,,
10922,10922,,2020-11-15,,,,,Sales,9.62,GDP,9.62,GDP,,,,,,,
10923,10923,,2020-11-15,,,,,Sales,20.61,GDP,20.61,GDP,,,,,,,
10924,10924,,2020-11-15,,,,,Tips,33.97,GDP,33.97,GDP,,,,,,,
10925,10925,,2020-11-15,,,,,Sales,26.13,GDP,26.13,GDP,,,,,,,
10926,10926,,2020-11-15,,,,,Sales,25.9,GDP,25.9,GDP,,,,,,,
10927,10927,,2020-11-15,,,,,Sales,29.28,GDP,29.28,GDP,,,,,,,
10928,10928,,2020-11-15,,,,,Sales,30.51,GDP,30.51,GDP,,,,,,,
10929,10929,,2020-11-15,,,,,Sales,26.85,GDP,26.85,GDP,,,,,,,
10930,10930,,2020-11-15,,,,,Sales,9.82,GDP,9.82,GDP,,,,,,,
10931,10931,,2020-11-15,,,,,Sales,14.46,GDP,14.46,GDP,,,,,,,
10932,10932,,2020-11-15,,,,,Sales,31.09,GDP,31.09,GDP,,,,,,,
10933,10933,,2020-11-15,,,,,Sales,9.85,GDP,9.85,GDP,,,,,,,
10934,10934,,2020-11-15,,,,,Labor & Benefits Cost,-426.97,GDP,-426.97,GDP,,,,,,,
10935,10935,,2020-11-15,,,,,Sales,40.24,GDP,40.24,GDP,,,,,,,
10936,10936,,2020-11-15,,,,,Sales,26.05,GDP,26.05,GDP,,,,,,,
10937,10937,,2020-11-15,,,,,Tips,28.95,GDP,28.95,GDP,,,,,,,
10938,10938,,2020-11-15,,,,,Sales,11.18,GDP,11.18,GDP,,,,,,,
10939,10939,,2020-11-15,,,,,Sales,40.54,GDP,40.54,GDP,,,,,,,
10940,10940,,2020-11-15,,,,,Sales,37.06,GDP,37.06,GDP,,,,,,,
10941,10941,,2020-11-15,,,,,Sales,45.75,GDP,45.75,GDP,,,,,,,
10942,10942,,2020-11-15,,,,,Tips,7.65,GDP,7.65,GDP,,,,,,,
10943,10943,,2020-11-15,,,,,Sales,10.8,GDP,10.8,GDP,,,,,,,
10944,10944,,2020-11-15,,,,,Tips,9.26,GDP,9.26,GDP,,,,,,,
10945,10945,,2020-11-15,,,,,Sales,48.7,GDP,48.7,GDP,,,,,,,
10946,10946,,2020-11-15,,,,,Sales,47.76,GDP,47.76,GDP,,,,,,,
10947,10947,,2020-11-15,,,,,Tips,49.26,GDP,49.26,GDP,,,,,,,
10948,10948,,2020-11-15,,,,,Sales,25.34,GDP,25.34,GDP,,,,,,,
10949,10949,,2020-11-15,,,,,Sales,23.02,GDP,23.02,GDP,,,,,,,
10950,10950,,2020-11-15,,,,,Tips,14.27,GDP,14.27,GDP,,,,,,,
10951,10951,,2020-11-15,,,,,Sales,22.44,GDP,22.44,GDP,,,,,,,
10952,10952,,2020-11-15,,,,,Sales,30.42,GDP,30.42,GDP,,,,,,,
10953,10953,,2020-11-15,,,,,Tips,11.98,GDP,11.98,GDP,,,,,,,
10954,10954,,2020-11-15,,,,,Labor & Benefits Cost,-337.53,GDP,-337.53,GDP,,,,,,,
10955,10955,,2020-11-15,,,,,Sales,17.41,GDP,17.41,GDP,,,,,,,
10956,10956,,2020-11-15,,,,,Sales,18.41,GDP,18.41,GDP,,,,,,,
10957,10957,,2020-11-15,,,,,Tips,50.46,GDP,50.46,GDP,,,,,,,
10958,10958,,2020-11-16,,,,,Sales,39.73,GDP,39.73,GDP,,,,,,,
10959,10959,,2020-11-16,,,,,Sales,41.71,GDP,41.71,GDP,,,,,,,
10960,10960,,2020-11-16,,,,,Sales,25.17,GDP,25.17,GDP,,,,,,,
10961,10961,,2020-11-16,,,,,Sales,13.02,GDP,13.02,GDP,,,,,,,
10962,10962,,2020-11-16,,,,,Sales,8.06,GDP,8.06,GDP,,,,,,,
10963,10963,,2020-11-16,,,,,Sales,48.93,GDP,48.93,GDP,,,,,,,
10964,10964,,2020-11-16,,,,,Sales,25.84,GDP,25.84,GDP,,,,,,,
10965,10965,,2020-11-16,,,,,Sales,38.71,GDP,38.71,GDP,,,,,,,
10966,10966,,2020-11-16,,,,,Sales,16.88,GDP,16.88,GDP,,,,,,,
10967,10967,,2020-11-16,,,,,Sales,33.45,GDP,33.45,GDP,,,,,,,
10968,10968,,2020-11-16,,,,,Sales,47.57,GDP,47.57,GDP,,,,,,,
10969,10969,,2020-11-16,,,,,Sales,42.57,GDP,42.57,GDP,,,,,,,
10970,10970,,2020-11-16,,,,,Sales,20.52,GDP,20.52,GDP,,,,,,,
10971,10971,,2020-11-16,,,,,Sales,46.37,GDP,46.37,GDP,,,,,,,
10972,10972,,2020-11-16,,,,,Sales,7.89,GDP,7.89,GDP,,,,,,,
10973,10973,,2020-11-16,,,,,Tips,19.47,GDP,19.47,GDP,,,,,,,
10974,10974,,2020-11-16,,,,,Marketing,-331.47,GDP,-331.47,GDP,,,,,,,
10975,10975,,2020-11-16,,,,,Sales,39.0,GDP,39.0,GDP,,,,,,,
10976,10976,,2020-11-16,,,,,Sales,42.29,GDP,42.29,GDP,,,,,,,
10977,10977,,2020-11-16,,,,,Sales,33.4,GDP,33.4,GDP,,,,,,,
10978,10978,,2020-11-17,,,,,Sales,13.6,GDP,13.6,GDP,,,,,,,
10979,10979,,2020-11-17,,,,,Sales,46.31,GDP,46.31,GDP,,,,,,,
10980,10980,,2020-11-17,,,,,Sales,37.0,GDP,37.0,GDP,,,,,,,
10981,10981,,2020-11-17,,,,,Sales,31.08,GDP,31.08,GDP,,,,,,,
10982,10982,,2020-11-17,,,,,Sales,12.86,GDP,12.86,GDP,,,,,,,
10983,10983,,2020-11-17,,,,,Sales,9.4,GDP,9.4,GDP,,,,,,,
10984,10984,,2020-11-17,,,,,Sales,24.66,GDP,24.66,GDP,,,,,,,
10985,10985,,2020-11-17,,,,,Sales,15.62,GDP,15.62,GDP,,,,,,,
10986,10986,,2020-11-17,,,,,Sales,19.54,GDP,19.54,GDP,,,,,,,
10987,10987,,2020-11-17,,,,,Sales,34.17,GDP,34.17,GDP,,,,,,,
10988,10988,,2020-11-17,,,,,Sales,29.94,GDP,29.94,GDP,,,,,,,
10989,10989,,2020-11-17,,,,,Sales,22.04,GDP,22.04,GDP,,,,,,,
10990,10990,,2020-11-17,,,,,Sales,31.91,GDP,31.91,GDP,,,,,,,
10991,10991,,2020-11-17,,,,,Tips,34.45,GDP,34.45,GDP,,,,,,,
10992,10992,,2020-11-17,,,,,Sales,26.09,GDP,26.09,GDP,,,,,,,
10993,10993,,2020-11-17,,,,,Sales,26.31,GDP,26.31,GDP,,,,,,,
10994,10994,,2020-11-17,,,,,Marketing,-483.47,GDP,-483.47,GDP,,,,,,,
10995,10995,,2020-11-17,,,,,Sales,21.19,GDP,21.19,GDP,,,,,,,
10996,10996,,2020-11-17,,,,,Sales,8.73,GDP,8.73,GDP,,,,,,,
10997,10997,,2020-11-17,,,,,Sales,20.07,GDP,20.07,GDP,,,,,,,
10998,10998,,2020-11-17,,,,,Sales,48.6,GDP,48.6,GDP,,,,,,,
10999,10999,,2020-11-17,,,,,Sales,48.7,GDP,48.7,GDP,,,,,,,
11000,11000,,2020-11-17,,,,,Sales,35.95,GDP,35.95,GDP,,,,,,,
11001,11001,,2020-11-17,,,,,Sales,38.58,GDP,38.58,GDP,,,,,,,
11002,11002,,2020-11-17,,,,,Sales,23.41,GDP,23.41,GDP,,,,,,,
11003,11003,,2020-11-17,,,,,Sales,44.53,GDP,44.53,GDP,,,,,,,
11004,11004,,2020-11-17,,,,,Sales,37.43,GDP,37.43,GDP,,,,,,,
11005,11005,,2020-11-17,,,,,Tips,30.47,GDP,30.47,GDP,,,,,,,
11006,11006,,2020-11-17,,,,,Sales,8.62,GDP,8.62,GDP,,,,,,,
11007,11007,,2020-11-17,,,,,Sales,40.7,GDP,40.7,GDP,,,,,,,
11008,11008,,2020-11-17,,,,,Sales,45.16,GDP,45.16,GDP,,,,,,,
11009,11009,,2020-11-17,,,,,Sales,13.61,GDP,13.61,GDP,,,,,,,
11010,11010,,2020-11-17,,,,,Sales,41.18,GDP,41.18,GDP,,,,,,,
11011,11011,,2020-11-17,,,,,Tips,9.38,GDP,9.38,GDP,,,,,,,
11012,11012,,2020-11-17,,,,,Sales,25.54,GDP,25.54,GDP,,,,,,,
11013,11013,,2020-11-17,,,,,Sales,32.17,GDP,32.17,GDP,,,,,,,
11014,11014,,2020-11-17,,,,,Labor & Benefits Cost,-345.46,GDP,-345.46,GDP,,,,,,,
11015,11015,,2020-11-17,,,,,Sales,35.01,GDP,35.01,GDP,,,,,,,
11016,11016,,2020-11-17,,,,,Tips,40.29,GDP,40.29,GDP,,,,,,,
11017,11017,,2020-11-17,,,,,Sales,47.09,GDP,47.09,GDP,,,,,,,
11018,11018,,2020-11-17,,,,,Tips,12.97,GDP,12.97,GDP,,,,,,,
11019,11019,,2020-11-17,,,,,Sales,46.06,GDP,46.06,GDP,,,,,,,
11020,11020,,2020-11-17,,,,,Sales,18.88,GDP,18.88,GDP,,,,,,,
11021,11021,,2020-11-17,,,,,Tips,27.88,GDP,27.88,GDP,,,,,,,
11022,11022,,2020-11-17,,,,,Sales,39.51,GDP,39.51,GDP,,,,,,,
11023,11023,,2020-11-17,,,,,Sales,48.35,GDP,48.35,GDP,,,,,,,
11024,11024,,2020-11-17,,,,,Sales,30.59,GDP,30.59,GDP,,,,,,,
11025,11025,,2020-11-17,,,,,Sales,24.65,GDP,24.65,GDP,,,,,,,
11026,11026,,2020-11-18,,,,,Sales,17.97,GDP,17.97,GDP,,,,,,,
11027,11027,,2020-11-18,,,,,Sales,19.97,GDP,19.97,GDP,,,,,,,
11028,11028,,2020-11-18,,,,,Sales,41.76,GDP,41.76,GDP,,,,,,,
11029,11029,,2020-11-18,,,,,Sales,9.26,GDP,9.26,GDP,,,,,,,
11030,11030,,2020-11-18,,,,,Sales,50.89,GDP,50.89,GDP,,,,,,,
11031,11031,,2020-11-18,,,,,Sales,43.05,GDP,43.05,GDP,,,,,,,
11032,11032,,2020-11-18,,,,,Sales,36.6,GDP,36.6,GDP,,,,,,,
11033,11033,,2020-11-18,,,,,Sales,34.01,GDP,34.01,GDP,,,,,,,
11034,11034,,2020-11-18,,,,,Rent and Utilities,-488.24,GDP,-488.24,GDP,,,,,,,
11035,11035,,2020-11-18,,,,,Sales,38.29,GDP,38.29,GDP,,,,,,,
11036,11036,,2020-11-18,,,,,Tips,37.8,GDP,37.8,GDP,,,,,,,
11037,11037,,2020-11-18,,,,,Sales,33.07,GDP,33.07,GDP,,,,,,,
11038,11038,,2020-11-18,,,,,Sales,26.38,GDP,26.38,GDP,,,,,,,
11039,11039,,2020-11-18,,,,,Sales,26.54,GDP,26.54,GDP,,,,,,,
11040,11040,,2020-11-18,,,,,Sales,40.5,GDP,40.5,GDP,,,,,,,
11041,11041,,2020-11-18,,,,,Sales,35.23,GDP,35.23,GDP,,,,,,,
11042,11042,,2020-11-18,,,,,Sales,51.05,GDP,51.05,GDP,,,,,,,
11043,11043,,2020-11-18,,,,,Sales,48.59,GDP,48.59,GDP,,,,,,,
11044,11044,,2020-11-18,,,,,Sales,33.31,GDP,33.31,GDP,,,,,,,
11045,11045,,2020-11-18,,,,,Sales,27.52,GDP,27.52,GDP,,,,,,,
11046,11046,,2020-11-18,,,,,Sales,46.13,GDP,46.13,GDP,,,,,,,
11047,11047,,2020-11-18,,,,,Sales,26.71,GDP,26.71,GDP,,,,,,,
11048,11048,,2020-11-18,,,,,Sales,18.98,GDP,18.98,GDP,,,,,,,
11049,11049,,2020-11-18,,,,,Sales,24.58,GDP,24.58,GDP,,,,,,,
11050,11050,,2020-11-18,,,,,Sales,24.95,GDP,24.95,GDP,,,,,,,
11051,11051,,2020-11-18,,,,,Sales,11.27,GDP,11.27,GDP,,,,,,,
11052,11052,,2020-11-18,,,,,Sales,28.22,GDP,28.22,GDP,,,,,,,
11053,11053,,2020-11-19,,,,,Sales,33.34,GDP,33.34,GDP,,,,,,,
11054,11054,,2020-11-19,,,,,Food and Beverage Cost,-364.04,GDP,-364.04,GDP,,,,,,,
11055,11055,,2020-11-19,,,,,Sales,42.98,GDP,42.98,GDP,,,,,,,
11056,11056,,2020-11-19,,,,,Sales,8.84,GDP,8.84,GDP,,,,,,,
11057,11057,,2020-11-19,,,,,Sales,17.8,GDP,17.8,GDP,,,,,,,
11058,11058,,2020-11-19,,,,,Sales,15.22,GDP,15.22,GDP,,,,,,,
11059,11059,,2020-11-19,,,,,Sales,34.03,GDP,34.03,GDP,,,,,,,
11060,11060,,2020-11-19,,,,,Sales,36.36,GDP,36.36,GDP,,,,,,,
11061,11061,,2020-11-19,,,,,Sales,45.82,GDP,45.82,GDP,,,,,,,
11062,11062,,2020-11-19,,,,,Sales,40.78,GDP,40.78,GDP,,,,,,,
11063,11063,,2020-11-19,,,,,Sales,40.27,GDP,40.27,GDP,,,,,,,
11064,11064,,2020-11-19,,,,,Sales,13.94,GDP,13.94,GDP,,,,,,,
11065,11065,,2020-11-19,,,,,Sales,28.8,GDP,28.8,GDP,,,,,,,
11066,11066,,2020-11-19,,,,,Sales,42.07,GDP,42.07,GDP,,,,,,,
11067,11067,,2020-11-19,,,,,Tips,41.13,GDP,41.13,GDP,,,,,,,
11068,11068,,2020-11-19,,,,,Tips,13.03,GDP,13.03,GDP,,,,,,,
11069,11069,,2020-11-19,,,,,Sales,49.56,GDP,49.56,GDP,,,,,,,
11070,11070,,2020-11-19,,,,,Sales,23.0,GDP,23.0,GDP,,,,,,,
11071,11071,,2020-11-19,,,,,Sales,19.61,GDP,19.61,GDP,,,,,,,
11072,11072,,2020-11-19,,,,,Sales,46.97,GDP,46.97,GDP,,,,,,,
11073,11073,,2020-11-19,,,,,Sales,33.94,GDP,33.94,GDP,,,,,,,
11074,11074,,2020-11-19,,,,,Labor & Benefits Cost,-423.36,GDP,-423.36,GDP,,,,,,,
11075,11075,,2020-11-19,,,,,Sales,18.3,GDP,18.3,GDP,,,,,,,
11076,11076,,2020-11-19,,,,,Sales,43.7,GDP,43.7,GDP,,,,,,,
11077,11077,,2020-11-19,,,,,Sales,23.02,GDP,23.02,GDP,,,,,,,
11078,11078,,2020-11-19,,,,,Sales,9.69,GDP,9.69,GDP,,,,,,,
11079,11079,,2020-11-19,,,,,Sales,50.09,GDP,50.09,GDP,,,,,,,
11080,11080,,2020-11-19,,,,,Tips,15.37,GDP,15.37,GDP,,,,,,,
11081,11081,,2020-11-19,,,,,Sales,18.34,GDP,18.34,GDP,,,,,,,
11082,11082,,2020-11-19,,,,,Sales,18.76,GDP,18.76,GDP,,,,,,,
11083,11083,,2020-11-19,,,,,Sales,46.35,GDP,46.35,GDP,,,,,,,
11084,11084,,2020-11-19,,,,,Sales,28.72,GDP,28.72,GDP,,,,,,,
11085,11085,,2020-11-19,,,,,Sales,42.62,GDP,42.62,GDP,,,,,,,
11086,11086,,2020-11-20,,,,,Sales,16.31,GDP,16.31,GDP,,,,,,,
11087,11087,,2020-11-20,,,,,Sales,11.88,GDP,11.88,GDP,,,,,,,
11088,11088,,2020-11-20,,,,,Sales,30.13,GDP,30.13,GDP,,,,,,,
11089,11089,,2020-11-20,,,,,Sales,43.06,GDP,43.06,GDP,,,,,,,
11090,11090,,2020-11-20,,,,,Sales,34.83,GDP,34.83,GDP,,,,,,,
11091,11091,,2020-11-20,,,,,Sales,27.93,GDP,27.93,GDP,,,,,,,
11092,11092,,2020-11-20,,,,,Tips,41.44,GDP,41.44,GDP,,,,,,,
11093,11093,,2020-11-20,,,,,Sales,17.75,GDP,17.75,GDP,,,,,,,
11094,11094,,2020-11-20,,,,,Food and Beverage Cost,-369.17,GDP,-369.17,GDP,,,,,,,
11095,11095,,2020-11-20,,,,,Sales,14.99,GDP,14.99,GDP,,,,,,,
11096,11096,,2020-11-20,,,,,Sales,40.7,GDP,40.7,GDP,,,,,,,
11097,11097,,2020-11-20,,,,,Sales,28.27,GDP,28.27,GDP,,,,,,,
11098,11098,,2020-11-20,,,,,Sales,44.31,GDP,44.31,GDP,,,,,,,
11099,11099,,2020-11-20,,,,,Sales,44.34,GDP,44.34,GDP,,,,,,,
11100,11100,,2020-11-20,,,,,Sales,18.6,GDP,18.6,GDP,,,,,,,
11101,11101,,2020-11-20,,,,,Sales,22.4,GDP,22.4,GDP,,,,,,,
11102,11102,,2020-11-20,,,,,Sales,40.38,GDP,40.38,GDP,,,,,,,
11103,11103,,2020-11-20,,,,,Sales,32.31,GDP,32.31,GDP,,,,,,,
11104,11104,,2020-11-20,,,,,Sales,48.55,GDP,48.55,GDP,,,,,,,
11105,11105,,2020-11-20,,,,,Sales,28.8,GDP,28.8,GDP,,,,,,,
11106,11106,,2020-11-20,,,,,Sales,11.54,GDP,11.54,GDP,,,,,,,
11107,11107,,2020-11-20,,,,,Sales,46.56,GDP,46.56,GDP,,,,,,,
11108,11108,,2020-11-20,,,,,Sales,31.84,GDP,31.84,GDP,,,,,,,
11109,11109,,2020-11-21,,,,,Sales,49.33,GDP,49.33,GDP,,,,,,,
11110,11110,,2020-11-21,,,,,Sales,21.72,GDP,21.72,GDP,,,,,,,
11111,11111,,2020-11-21,,,,,Sales,19.11,GDP,19.11,GDP,,,,,,,
11112,11112,,2020-11-21,,,,,Sales,20.29,GDP,20.29,GDP,,,,,,,
11113,11113,,2020-11-21,,,,,Sales,48.21,GDP,48.21,GDP,,,,,,,
11114,11114,,2020-11-21,,,,,Labor & Benefits Cost,-460.46,GDP,-460.46,GDP,,,,,,,
11115,11115,,2020-11-21,,,,,Sales,11.18,GDP,11.18,GDP,,,,,,,
11116,11116,,2020-11-21,,,,,Sales,45.29,GDP,45.29,GDP,,,,,,,
11117,11117,,2020-11-21,,,,,Sales,15.31,GDP,15.31,GDP,,,,,,,
11118,11118,,2020-11-21,,,,,Tips,47.84,GDP,47.84,GDP,,,,,,,
11119,11119,,2020-11-21,,,,,Sales,48.28,GDP,48.28,GDP,,,,,,,
11120,11120,,2020-11-21,,,,,Sales,13.68,GDP,13.68,GDP,,,,,,,
11121,11121,,2020-11-21,,,,,Sales,49.56,GDP,49.56,GDP,,,,,,,
11122,11122,,2020-11-21,,,,,Sales,21.17,GDP,21.17,GDP,,,,,,,
11123,11123,,2020-11-21,,,,,Sales,15.28,GDP,15.28,GDP,,,,,,,
11124,11124,,2020-11-21,,,,,Sales,48.85,GDP,48.85,GDP,,,,,,,
11125,11125,,2020-11-21,,,,,Sales,48.69,GDP,48.69,GDP,,,,,,,
11126,11126,,2020-11-21,,,,,Sales,21.97,GDP,21.97,GDP,,,,,,,
11127,11127,,2020-11-21,,,,,Sales,37.43,GDP,37.43,GDP,,,,,,,
11128,11128,,2020-11-21,,,,,Sales,49.78,GDP,49.78,GDP,,,,,,,
11129,11129,,2020-11-21,,,,,Sales,36.55,GDP,36.55,GDP,,,,,,,
11130,11130,,2020-11-21,,,,,Sales,40.56,GDP,40.56,GDP,,,,,,,
11131,11131,,2020-11-21,,,,,Sales,48.81,GDP,48.81,GDP,,,,,,,
11132,11132,,2020-11-21,,,,,Sales,28.0,GDP,28.0,GDP,,,,,,,
11133,11133,,2020-11-21,,,,,Sales,14.36,GDP,14.36,GDP,,,,,,,
11134,11134,,2020-11-21,,,,,Labor & Benefits Cost,-329.22,GDP,-329.22,GDP,,,,,,,
11135,11135,,2020-11-21,,,,,Sales,45.09,GDP,45.09,GDP,,,,,,,
11136,11136,,2020-11-21,,,,,Sales,10.88,GDP,10.88,GDP,,,,,,,
11137,11137,,2020-11-21,,,,,Sales,24.15,GDP,24.15,GDP,,,,,,,
11138,11138,,2020-11-21,,,,,Sales,51.1,GDP,51.1,GDP,,,,,,,
11139,11139,,2020-11-21,,,,,Tips,26.86,GDP,26.86,GDP,,,,,,,
11140,11140,,2020-11-21,,,,,Sales,9.82,GDP,9.82,GDP,,,,,,,
11141,11141,,2020-11-21,,,,,Sales,7.59,GDP,7.59,GDP,,,,,,,
11142,11142,,2020-11-21,,,,,Sales,48.94,GDP,48.94,GDP,,,,,,,
11143,11143,,2020-11-21,,,,,Sales,24.15,GDP,24.15,GDP,,,,,,,
11144,11144,,2020-11-21,,,,,Sales,24.27,GDP,24.27,GDP,,,,,,,
11145,11145,,2020-11-21,,,,,Sales,18.87,GDP,18.87,GDP,,,,,,,
11146,11146,,2020-11-21,,,,,Sales,18.42,GDP,18.42,GDP,,,,,,,
11147,11147,,2020-11-21,,,,,Sales,33.01,GDP,33.01,GDP,,,,,,,
11148,11148,,2020-11-22,,,,,Sales,34.12,GDP,34.12,GDP,,,,,,,
11149,11149,,2020-11-22,,,,,Sales,11.28,GDP,11.28,GDP,,,,,,,
11150,11150,,2020-11-22,,,,,Sales,47.77,GDP,47.77,GDP,,,,,,,
11151,11151,,2020-11-22,,,,,Sales,22.34,GDP,22.34,GDP,,,,,,,
11152,11152,,2020-11-22,,,,,Sales,47.91,GDP,47.91,GDP,,,,,,,
11153,11153,,2020-11-22,,,,,Sales,39.37,GDP,39.37,GDP,,,,,,,
11154,11154,,2020-11-22,,,,,Rent and Utilities,-272.43,GDP,-272.43,GDP,,,,,,,
11155,11155,,2020-11-22,,,,,Sales,13.37,GDP,13.37,GDP,,,,,,,
11156,11156,,2020-11-22,,,,,Sales,32.95,GDP,32.95,GDP,,,,,,,
11157,11157,,2020-11-22,,,,,Sales,14.0,GDP,14.0,GDP,,,,,,,
11158,11158,,2020-11-22,,,,,Sales,47.36,GDP,47.36,GDP,,,,,,,
11159,11159,,2020-11-22,,,,,Sales,45.03,GDP,45.03,GDP,,,,,,,
11160,11160,,2020-11-22,,,,,Sales,27.58,GDP,27.58,GDP,,,,,,,
11161,11161,,2020-11-22,,,,,Sales,21.36,GDP,21.36,GDP,,,,,,,
11162,11162,,2020-11-22,,,,,Sales,23.79,GDP,23.79,GDP,,,,,,,
11163,11163,,2020-11-22,,,,,Sales,42.13,GDP,42.13,GDP,,,,,,,
11164,11164,,2020-11-22,,,,,Sales,36.34,GDP,36.34,GDP,,,,,,,
11165,11165,,2020-11-22,,,,,Sales,7.64,GDP,7.64,GDP,,,,,,,
11166,11166,,2020-11-22,,,,,Tips,49.24,GDP,49.24,GDP,,,,,,,
11167,11167,,2020-11-22,,,,,Sales,39.25,GDP,39.25,GDP,,,,,,,
11168,11168,,2020-11-22,,,,,Sales,7.73,GDP,7.73,GDP,,,,,,,
11169,11169,,2020-11-22,,,,,Sales,24.74,GDP,24.74,GDP,,,,,,,
11170,11170,,2020-11-22,,,,,Sales,15.33,GDP,15.33,GDP,,,,,,,
11171,11171,,2020-11-22,,,,,Sales,12.76,GDP,12.76,GDP,,,,,,,
11172,11172,,2020-11-22,,,,,Sales,37.36,GDP,37.36,GDP,,,,,,,
11173,11173,,2020-11-22,,,,,Sales,23.34,GDP,23.34,GDP,,,,,,,
11174,11174,,2020-11-22,,,,,Labor & Benefits Cost,-358.18,GDP,-358.18,GDP,,,,,,,
11175,11175,,2020-11-22,,,,,Sales,49.48,GDP,49.48,GDP,,,,,,,
11176,11176,,2020-11-22,,,,,Sales,19.18,GDP,19.18,GDP,,,,,,,
11177,11177,,2020-11-22,,,,,Sales,31.84,GDP,31.84,GDP,,,,,,,
11178,11178,,2020-11-22,,,,,Tips,28.0,GDP,28.0,GDP,,,,,,,
11179,11179,,2020-11-22,,,,,Sales,28.68,GDP,28.68,GDP,,,,,,,
11180,11180,,2020-11-22,,,,,Sales,19.49,GDP,19.49,GDP,,,,,,,
11181,11181,,2020-11-22,,,,,Sales,11.18,GDP,11.18,GDP,,,,,,,
11182,11182,,2020-11-22,,,,,Tips,14.35,GDP,14.35,GDP,,,,,,,
11183,11183,,2020-11-22,,,,,Sales,8.84,GDP,8.84,GDP,,,,,,,
11184,11184,,2020-11-22,,,,,Sales,43.99,GDP,43.99,GDP,,,,,,,
11185,11185,,2020-11-22,,,,,Sales,40.54,GDP,40.54,GDP,,,,,,,
11186,11186,,2020-11-22,,,,,Sales,10.22,GDP,10.22,GDP,,,,,,,
11187,11187,,2020-11-22,,,,,Sales,16.66,GDP,16.66,GDP,,,,,,,
11188,11188,,2020-11-23,,,,,Sales,13.76,GDP,13.76,GDP,,,,,,,
11189,11189,,2020-11-23,,,,,Sales,38.68,GDP,38.68,GDP,,,,,,,
11190,11190,,2020-11-23,,,,,Tips,33.16,GDP,33.16,GDP,,,,,,,
11191,11191,,2020-11-23,,,,,Sales,33.85,GDP,33.85,GDP,,,,,,,
11192,11192,,2020-11-23,,,,,Tips,41.89,GDP,41.89,GDP,,,,,,,
11193,11193,,2020-11-23,,,,,Sales,32.04,GDP,32.04,GDP,,,,,,,
11194,11194,,2020-11-23,,,,,Food and Beverage Cost,-424.45,GDP,-424.45,GDP,,,,,,,
